timestamp,nt_circular,tai_lam,period,slot
2025-01-31 23:00:00,3605,179,before,na
2025-02-01 00:00:00,25117,1143,before,na
2025-02-01 01:00:00,16025,731,before,na
2025-02-01 02:00:00,13324,535,before,na
2025-02-01 03:00:00,12472,598,before,na
2025-02-01 04:00:00,9240,415,before,na
2025-02-01 05:00:00,12363,531,before,na
2025-02-01 06:00:00,16787,755,before,na
2025-02-01 07:00:00,18364,845,before,na
2025-02-01 08:00:00,27867,1206,before,peak
2025-02-01 09:00:00,33064,1664,before,peak
2025-02-01 10:00:00,47493,2326,before,na
2025-02-01 11:00:00,38072,1817,before,na
2025-02-01 12:00:00,44289,2117,before,na
2025-02-01 13:00:00,57450,2589,before,na
2025-02-01 14:00:00,45960,1835,before,na
2025-02-01 15:00:00,43869,1791,before,na
2025-02-01 16:00:00,52058,2364,before,na
2025-02-01 17:00:00,53313,2379,before,na
2025-02-01 18:00:00,49120,2055,before,peak
2025-02-01 19:00:00,29955,1323,before,peak
2025-02-01 20:00:00,32410,1356,before,na
2025-02-01 21:00:00,45514,1966,before,na
2025-02-01 22:00:00,40789,1803,before,na
2025-02-01 23:00:00,39107,1750,before,na
2025-02-02 00:00:00,20531,890,before,na
2025-02-02 01:00:00,15620,687,before,na
2025-02-02 02:00:00,13158,549,before,na
2025-02-02 03:00:00,11817,510,before,na
2025-02-02 04:00:00,10372,371,before,na
2025-02-02 05:00:00,11497,375,before,na
2025-02-02 06:00:00,14169,592,before,na
2025-02-02 07:00:00,18207,750,before,na
2025-02-02 08:00:00,24431,1128,before,peak
2025-02-02 09:00:00,25527,1108,before,peak
2025-02-02 10:00:00,22686,1089,before,na
2025-02-02 11:00:00,39089,1794,before,na
2025-02-02 12:00:00,43342,2111,before,na
2025-02-02 13:00:00,28914,1297,before,na
2025-02-02 14:00:00,28450,1219,before,na
2025-02-02 15:00:00,41985,1722,before,na
2025-02-02 16:00:00,43085,1734,before,na
2025-02-02 17:00:00,42342,1887,before,na
2025-02-02 18:00:00,43357,1692,before,peak
2025-02-02 19:00:00,30103,1120,before,peak
2025-02-02 20:00:00,43406,1857,before,na
2025-02-02 21:00:00,57821,2418,before,na
2025-02-02 22:00:00,46354,2034,before,na
2025-02-02 23:00:00,35548,1500,before,na
2025-02-03 00:00:00,21182,953,before,na
2025-02-03 01:00:00,13434,573,before,na
2025-02-03 02:00:00,10222,448,before,na
2025-02-03 03:00:00,5837,236,before,na
2025-02-03 04:00:00,6665,255,before,na
2025-02-03 05:00:00,9931,366,before,na
2025-02-03 06:00:00,28231,877,before,na
2025-02-03 07:00:00,49008,2342,before,na
2025-02-03 08:00:00,55124,2176,before,peak
2025-02-03 09:00:00,58986,2922,before,peak
2025-02-03 10:00:00,69908,3145,before,na
2025-02-03 11:00:00,62225,2907,before,na
2025-02-03 12:00:00,47643,1973,before,na
2025-02-03 13:00:00,55464,2296,before,na
2025-02-03 14:00:00,60094,2359,before,na
2025-02-03 15:00:00,73387,3171,before,na
2025-02-03 16:00:00,65851,2442,before,na
2025-02-03 17:00:00,73017,2496,before,na
2025-02-03 18:00:00,66758,2451,before,peak
2025-02-03 19:00:00,52027,1551,before,peak
2025-02-03 20:00:00,29250,1172,before,na
2025-02-03 21:00:00,41372,1596,before,na
2025-02-03 22:00:00,47684,1904,before,na
2025-02-03 23:00:00,30988,1237,before,na
2025-02-04 00:00:00,19411,747,before,na
2025-02-04 01:00:00,14462,518,before,na
2025-02-04 02:00:00,9629,335,before,na
2025-02-04 03:00:00,8402,259,before,na
2025-02-04 04:00:00,9843,374,before,na
2025-02-04 05:00:00,11819,467,before,na
2025-02-04 06:00:00,25381,1045,before,na
2025-02-04 07:00:00,52623,2545,before,na
2025-02-04 08:00:00,64222,2972,before,peak
2025-02-04 09:00:00,88423,4244,before,peak
2025-02-04 10:00:00,70209,2767,before,na
2025-02-04 11:00:00,72429,3134,before,na
2025-02-04 12:00:00,80318,3416,before,na
2025-02-04 13:00:00,76920,3293,before,na
2025-02-04 14:00:00,79327,3480,before,na
2025-02-04 15:00:00,84631,3630,before,na
2025-02-04 16:00:00,76470,3435,before,na
2025-02-04 17:00:00,61059,2666,before,na
2025-02-04 18:00:00,67629,2401,before,peak
2025-02-04 19:00:00,42884,1392,before,peak
2025-02-04 20:00:00,34288,1147,before,na
2025-02-04 21:00:00,53051,1730,before,na
2025-02-04 22:00:00,46993,1390,before,na
2025-02-04 23:00:00,37763,1481,before,na
2025-02-05 00:00:00,25165,1013,before,na
2025-02-05 01:00:00,13673,553,before,na
2025-02-05 02:00:00,8347,327,before,na
2025-02-05 03:00:00,10392,396,before,na
2025-02-05 04:00:00,8642,369,before,na
2025-02-05 05:00:00,12425,473,before,na
2025-02-05 06:00:00,35946,1418,before,na
2025-02-05 07:00:00,80302,3232,before,na
2025-02-05 08:00:00,74971,3176,before,peak
2025-02-05 09:00:00,78460,3286,before,peak
2025-02-05 10:00:00,76356,3148,before,na
2025-02-05 11:00:00,87078,3642,before,na
2025-02-05 12:00:00,64746,2658,before,na
2025-02-05 13:00:00,73562,3080,before,na
2025-02-05 14:00:00,84962,3677,before,na
2025-02-05 15:00:00,68839,3038,before,na
2025-02-05 16:00:00,72936,3258,before,na
2025-02-05 17:00:00,90702,3705,before,na
2025-02-05 18:00:00,85731,3191,before,peak
2025-02-05 19:00:00,53058,2096,before,peak
2025-02-05 20:00:00,38491,1305,before,na
2025-02-05 21:00:00,40116,736,before,na
2025-02-05 22:00:00,43751,1109,before,na
2025-02-05 23:00:00,34944,893,before,na
2025-02-06 00:00:00,23137,841,before,na
2025-02-06 01:00:00,16180,644,before,na
2025-02-06 02:00:00,12601,508,before,na
2025-02-06 03:00:00,9688,408,before,na
2025-02-06 04:00:00,7772,326,before,na
2025-02-06 05:00:00,13935,484,before,na
2025-02-06 06:00:00,33000,1383,before,na
2025-02-06 07:00:00,60984,2513,before,na
2025-02-06 08:00:00,97886,4313,before,peak
2025-02-06 09:00:00,99427,4549,before,peak
2025-02-06 10:00:00,93105,4274,before,na
2025-02-06 11:00:00,86816,3814,before,na
2025-02-06 12:00:00,71619,3120,before,na
2025-02-06 13:00:00,67021,2968,before,na
2025-02-06 14:00:00,67866,2978,before,na
2025-02-06 15:00:00,70071,3015,before,na
2025-02-06 16:00:00,92689,4072,before,na
2025-02-06 17:00:00,92474,3923,before,na
2025-02-06 18:00:00,81892,3457,before,peak
2025-02-06 19:00:00,42153,1636,before,peak
2025-02-06 20:00:00,41356,1497,before,na
2025-02-06 21:00:00,46397,1378,before,na
2025-02-06 22:00:00,39105,1384,before,na
2025-02-06 23:00:00,24362,949,before,na
2025-02-07 00:00:00,26611,1074,before,na
2025-02-07 01:00:00,14144,529,before,na
2025-02-07 02:00:00,11728,468,before,na
2025-02-07 03:00:00,9156,342,before,na
2025-02-07 04:00:00,9311,372,before,na
2025-02-07 05:00:00,13730,534,before,na
2025-02-07 06:00:00,35898,1472,before,na
2025-02-07 07:00:00,82161,3849,before,na
2025-02-07 08:00:00,116480,5485,before,peak
2025-02-07 09:00:00,128630,5702,before,peak
2025-02-07 10:00:00,92230,3864,before,na
2025-02-07 11:00:00,95451,4038,before,na
2025-02-07 12:00:00,63730,2679,before,na
2025-02-07 13:00:00,83832,3552,before,na
2025-02-07 14:00:00,99794,4525,before,na
2025-02-07 15:00:00,86561,4022,before,na
2025-02-07 16:00:00,75812,3447,before,na
2025-02-07 17:00:00,98599,4144,before,na
2025-02-07 18:00:00,98973,3695,before,peak
2025-02-07 19:00:00,66300,2494,before,peak
2025-02-07 20:00:00,49767,1892,before,na
2025-02-07 21:00:00,43936,1629,before,na
2025-02-07 22:00:00,48667,2001,before,na
2025-02-07 23:00:00,37887,1345,before,na
2025-02-08 00:00:00,30108,1070,before,na
2025-02-08 01:00:00,14016,485,before,na
2025-02-08 02:00:00,10287,302,before,na
2025-02-08 03:00:00,13127,495,before,na
2025-02-08 04:00:00,9411,403,before,na
2025-02-08 05:00:00,10524,444,before,na
2025-02-08 06:00:00,28275,1229,before,na
2025-02-08 07:00:00,48288,2258,before,na
2025-02-08 08:00:00,68908,3405,before,peak
2025-02-08 09:00:00,101477,4594,before,peak
2025-02-08 10:00:00,98113,3924,before,na
2025-02-08 11:00:00,76400,3540,before,na
2025-02-08 12:00:00,86736,4015,before,na
2025-02-08 13:00:00,73055,3381,before,na
2025-02-08 14:00:00,84894,3915,before,na
2025-02-08 15:00:00,75678,3441,before,na
2025-02-08 16:00:00,56169,2541,before,na
2025-02-08 17:00:00,90748,4113,before,na
2025-02-08 18:00:00,99278,4218,before,peak
2025-02-08 19:00:00,57531,2260,before,peak
2025-02-08 20:00:00,40729,1647,before,na
2025-02-08 21:00:00,60334,2576,before,na
2025-02-08 22:00:00,55502,2273,before,na
2025-02-08 23:00:00,48807,1696,before,na
2025-02-09 00:00:00,31515,1125,before,na
2025-02-09 01:00:00,26721,972,before,na
2025-02-09 02:00:00,15556,557,before,na
2025-02-09 03:00:00,13742,386,before,na
2025-02-09 04:00:00,10075,331,before,na
2025-02-09 05:00:00,15864,461,before,na
2025-02-09 06:00:00,17143,635,before,na
2025-02-09 07:00:00,30899,1100,before,na
2025-02-09 08:00:00,27704,954,before,peak
2025-02-09 09:00:00,13845,420,before,peak
2025-02-09 10:00:00,46239,1510,before,na
2025-02-09 11:00:00,71011,2526,before,na
2025-02-09 12:00:00,85625,3403,before,na
2025-02-09 13:00:00,60806,2498,before,na
2025-02-09 14:00:00,33338,1442,before,na
2025-02-09 15:00:00,23019,1009,before,na
2025-02-09 16:00:00,58278,2741,before,na
2025-02-09 17:00:00,42264,1919,before,na
2025-02-09 18:00:00,26256,1141,before,peak
2025-02-09 19:00:00,28998,1220,before,peak
2025-02-09 20:00:00,39401,1639,before,na
2025-02-09 21:00:00,40126,1682,before,na
2025-02-09 22:00:00,24192,1048,before,na
2025-02-09 23:00:00,5388,232,before,na
2025-02-10 00:00:00,10588,480,before,na
2025-02-10 01:00:00,2698,118,before,na
2025-02-10 02:00:00,9097,379,before,na
2025-02-10 03:00:00,2213,95,before,na
2025-02-10 05:00:00,789,41,before,na
2025-02-10 06:00:00,22497,1094,before,na
2025-02-10 07:00:00,65293,3190,before,na
2025-02-10 08:00:00,101088,5202,before,peak
2025-02-10 09:00:00,56566,2888,before,peak
2025-02-10 10:00:00,48871,2287,before,na
2025-02-10 11:00:00,86645,4061,before,na
2025-02-10 12:00:00,35955,1859,before,na
2025-02-10 13:00:00,41152,1940,before,na
2025-02-10 14:00:00,87736,4243,before,na
2025-02-10 15:00:00,20704,1043,before,na
2025-02-10 16:00:00,11964,586,before,na
2025-02-10 17:00:00,103133,5010,before,na
2025-02-10 18:00:00,88011,3856,before,peak
2025-02-10 19:00:00,46429,1662,before,peak
2025-02-10 20:00:00,17055,803,before,na
2025-02-10 21:00:00,10671,444,before,na
2025-02-10 22:00:00,23682,1003,before,na
2025-02-10 23:00:00,15903,690,before,na
2025-02-11 00:00:00,5137,216,before,na
2025-02-11 01:00:00,9478,411,before,na
2025-02-11 02:00:00,11179,509,before,na
2025-02-11 03:00:00,7666,327,before,na
2025-02-11 04:00:00,817,32,before,na
2025-02-11 05:00:00,7324,318,before,na
2025-02-11 06:00:00,23125,1185,before,na
2025-02-11 07:00:00,26559,1514,before,na
2025-02-11 08:00:00,31147,1664,before,peak
2025-02-11 09:00:00,64628,3122,before,peak
2025-02-11 10:00:00,112042,5107,before,na
2025-02-11 11:00:00,95287,4283,before,na
2025-02-11 12:00:00,83736,3609,before,na
2025-02-11 13:00:00,46268,1684,before,na
2025-02-11 14:00:00,66404,1946,before,na
2025-02-11 15:00:00,116193,3366,before,na
2025-02-11 16:00:00,111925,3958,before,na
2025-02-11 17:00:00,127128,3696,before,na
2025-02-11 18:00:00,122677,3782,before,peak
2025-02-11 19:00:00,93642,3000,before,peak
2025-02-11 20:00:00,76956,2793,before,na
2025-02-11 21:00:00,60859,2423,before,na
2025-02-11 22:00:00,35882,1459,before,na
2025-02-11 23:00:00,36029,1549,before,na
2025-02-12 00:00:00,18093,783,before,na
2025-02-12 01:00:00,7096,325,before,na
2025-02-12 02:00:00,10960,493,before,na
2025-02-12 03:00:00,6077,253,before,na
2025-02-12 04:00:00,14360,625,before,na
2025-02-12 05:00:00,24155,1081,before,na
2025-02-12 06:00:00,52743,2487,before,na
2025-02-12 07:00:00,99837,5138,before,na
2025-02-12 08:00:00,76632,4172,before,peak
2025-02-12 09:00:00,42801,2160,before,peak
2025-02-12 10:00:00,51344,2070,before,na
2025-02-12 11:00:00,47322,2046,before,na
2025-02-12 12:00:00,36301,1763,before,na
2025-02-12 13:00:00,19432,892,before,na
2025-02-12 14:00:00,19857,932,before,na
2025-02-12 15:00:00,73187,3246,before,na
2025-02-12 16:00:00,58303,2665,before,na
2025-02-12 17:00:00,69096,3157,before,na
2025-02-12 18:00:00,56079,2472,before,peak
2025-02-12 19:00:00,48356,1886,before,peak
2025-02-12 20:00:00,28230,1136,before,na
2025-02-12 21:00:00,16118,609,before,na
2025-02-12 22:00:00,16789,654,before,na
2025-02-12 23:00:00,32833,1346,before,na
2025-02-13 00:00:00,10434,445,before,na
2025-02-13 03:00:00,2944,109,before,na
2025-02-13 04:00:00,8464,362,before,na
2025-02-13 05:00:00,4070,170,before,na
2025-02-13 06:00:00,7389,290,before,na
2025-02-13 07:00:00,68686,2776,before,na
2025-02-13 08:00:00,120975,2852,before,peak
2025-02-13 09:00:00,100252,3466,before,peak
2025-02-13 10:00:00,28969,927,before,na
2025-02-13 11:00:00,39090,1289,before,na
2025-02-13 12:00:00,25249,819,before,na
2025-02-13 13:00:00,59069,1503,before,na
2025-02-13 14:00:00,81051,2675,before,na
2025-02-13 15:00:00,66892,1906,before,na
2025-02-13 16:00:00,23203,621,before,na
2025-02-13 17:00:00,33172,958,before,na
2025-02-13 18:00:00,48835,1369,before,peak
2025-02-13 19:00:00,61902,1280,before,peak
2025-02-13 20:00:00,42136,840,before,na
2025-02-13 21:00:00,16408,318,before,na
2025-02-13 22:00:00,28662,624,before,na
2025-02-13 23:00:00,16892,357,before,na
2025-02-14 00:00:00,14519,360,before,na
2025-02-14 01:00:00,8478,190,before,na
2025-02-14 02:00:00,6763,168,before,na
2025-02-14 03:00:00,5049,123,before,na
2025-02-14 04:00:00,4373,134,before,na
2025-02-14 05:00:00,13411,406,before,na
2025-02-14 06:00:00,16916,619,before,na
2025-02-14 07:00:00,32942,1246,before,na
2025-02-14 08:00:00,41843,1698,before,peak
2025-02-14 09:00:00,94038,3513,before,peak
2025-02-14 10:00:00,57883,2064,before,na
2025-02-14 11:00:00,49824,1668,before,na
2025-02-14 12:00:00,58804,2429,before,na
2025-02-14 13:00:00,65341,3117,before,na
2025-02-14 14:00:00,50366,2363,before,na
2025-02-14 15:00:00,82349,3901,before,na
2025-02-14 16:00:00,80500,3778,before,na
2025-02-14 17:00:00,38948,1860,before,na
2025-02-14 18:00:00,23555,1117,before,peak
2025-02-14 19:00:00,40098,1608,before,peak
2025-02-14 20:00:00,38626,1523,before,na
2025-02-14 21:00:00,24283,922,before,na
2025-02-14 22:00:00,54203,2205,before,na
2025-02-14 23:00:00,28147,1266,before,na
2025-02-15 00:00:00,14319,593,before,na
2025-02-15 01:00:00,7055,321,before,na
2025-02-15 02:00:00,8533,360,before,na
2025-02-15 03:00:00,8909,399,before,na
2025-02-15 04:00:00,3424,180,before,na
2025-02-15 05:00:00,6343,274,before,na
2025-02-15 06:00:00,6038,277,before,na
2025-02-15 07:00:00,42758,2118,before,na
2025-02-15 08:00:00,54048,2655,before,peak
2025-02-15 09:00:00,25656,1194,before,peak
2025-02-15 10:00:00,32239,1557,before,na
2025-02-15 11:00:00,35385,1696,before,na
2025-02-15 12:00:00,70175,3282,before,na
2025-02-15 13:00:00,48655,2235,before,na
2025-02-15 14:00:00,103132,4772,before,na
2025-02-15 15:00:00,67686,2869,before,na
2025-02-15 16:00:00,64756,2779,before,na
2025-02-15 17:00:00,70952,2839,before,na
2025-02-15 18:00:00,54237,1788,before,peak
2025-02-15 19:00:00,51309,2079,before,peak
2025-02-15 20:00:00,44988,1893,before,na
2025-02-15 21:00:00,29816,1225,before,na
2025-02-15 22:00:00,24487,939,before,na
2025-02-15 23:00:00,23704,1008,before,na
2025-02-16 00:00:00,8582,341,before,na
2025-02-16 02:00:00,5445,233,before,na
2025-02-16 03:00:00,11227,548,before,na
2025-02-16 04:00:00,7790,363,before,na
2025-02-16 05:00:00,577,20,before,na
2025-02-16 06:00:00,1660,68,before,na
2025-02-16 07:00:00,35356,1546,before,na
2025-02-16 08:00:00,42954,1921,before,peak
2025-02-16 09:00:00,49193,2221,before,peak
2025-02-16 10:00:00,69169,3044,before,na
2025-02-16 11:00:00,34630,1483,before,na
2025-02-16 12:00:00,34126,1599,before,na
2025-02-16 13:00:00,81248,3325,before,na
2025-02-16 14:00:00,57374,1744,before,na
2025-02-16 15:00:00,34704,1575,before,na
2025-02-16 16:00:00,36844,1676,before,na
2025-02-16 17:00:00,69709,3173,before,na
2025-02-16 18:00:00,50413,2107,before,peak
2025-02-16 19:00:00,35834,1463,before,peak
2025-02-16 20:00:00,75515,3080,before,na
2025-02-16 21:00:00,84700,3560,before,na
2025-02-16 22:00:00,30516,1266,before,na
2025-02-16 23:00:00,24272,1020,before,na
2025-02-17 00:00:00,7892,339,before,na
2025-02-17 01:00:00,1752,99,before,na
2025-02-17 02:00:00,14199,599,before,na
2025-02-17 03:00:00,13647,609,before,na
2025-02-17 04:00:00,12759,520,before,na
2025-02-17 05:00:00,7146,346,before,na
2025-02-17 06:00:00,13926,666,before,na
2025-02-17 07:00:00,38552,1992,before,na
2025-02-17 08:00:00,103484,5737,before,peak
2025-02-17 09:00:00,101551,5329,before,peak
2025-02-17 10:00:00,49671,2505,before,na
2025-02-17 11:00:00,47524,2373,before,na
2025-02-17 12:00:00,73473,3676,before,na
2025-02-17 13:00:00,74802,3566,before,na
2025-02-17 14:00:00,33605,1632,before,na
2025-02-17 15:00:00,34203,1598,before,na
2025-02-17 16:00:00,73880,3671,before,na
2025-02-17 17:00:00,103207,4992,before,na
2025-02-17 18:00:00,103798,4577,before,peak
2025-02-17 19:00:00,99428,4103,before,peak
2025-02-17 20:00:00,77344,3019,before,na
2025-02-17 21:00:00,51185,2063,before,na
2025-02-17 22:00:00,29371,1141,before,na
2025-02-17 23:00:00,23710,995,before,na
2025-02-18 00:00:00,17024,736,before,na
2025-02-18 01:00:00,6108,249,before,na
2025-02-18 02:00:00,10651,467,before,na
2025-02-18 03:00:00,11976,552,before,na
2025-02-18 04:00:00,13217,548,before,na
2025-02-18 05:00:00,5993,271,before,na
2025-02-18 06:00:00,22491,1082,before,na
2025-02-18 07:00:00,119882,5826,before,na
2025-02-18 08:00:00,126048,7112,before,peak
2025-02-18 09:00:00,105327,5151,before,peak
2025-02-18 10:00:00,31511,1195,before,na
2025-02-18 11:00:00,52618,2656,before,na
2025-02-18 12:00:00,58942,2955,before,na
2025-02-18 13:00:00,61056,2939,before,na
2025-02-18 14:00:00,86129,4070,before,na
2025-02-18 15:00:00,97108,4591,before,na
2025-02-18 16:00:00,22302,1020,before,na
2025-02-18 18:00:00,28934,1262,before,peak
2025-02-18 19:00:00,53283,2238,before,peak
2025-02-18 20:00:00,45856,1892,before,na
2025-02-18 21:00:00,8973,389,before,na
2025-02-18 22:00:00,46508,1960,before,na
2025-02-18 23:00:00,35350,1480,before,na
2025-02-19 00:00:00,11341,472,before,na
2025-02-19 02:00:00,11095,456,before,na
2025-02-19 03:00:00,13730,565,before,na
2025-02-19 04:00:00,9574,400,before,na
2025-02-19 05:00:00,5631,238,before,na
2025-02-19 06:00:00,31686,1523,before,na
2025-02-19 07:00:00,92690,4942,before,na
2025-02-19 08:00:00,55541,3111,before,peak
2025-02-19 09:00:00,52230,2463,before,peak
2025-02-19 10:00:00,99337,4584,before,na
2025-02-19 11:00:00,78808,4009,before,na
2025-02-19 12:00:00,24734,1227,before,na
2025-02-19 13:00:00,42140,2052,before,na
2025-02-19 14:00:00,67202,3256,before,na
2025-02-19 15:00:00,62633,2893,before,na
2025-02-19 16:00:00,60358,2891,before,na
2025-02-19 17:00:00,103921,4969,before,na
2025-02-19 18:00:00,72198,3257,before,peak
2025-02-19 19:00:00,20493,853,before,peak
2025-02-19 20:00:00,28195,970,before,na
2025-02-19 21:00:00,70522,2821,before,na
2025-02-19 22:00:00,56447,2364,before,na
2025-02-19 23:00:00,27561,1130,before,na
2025-02-20 00:00:00,21058,926,before,na
2025-02-20 01:00:00,8030,321,before,na
2025-02-20 02:00:00,16377,699,before,na
2025-02-20 03:00:00,11243,490,before,na
2025-02-20 04:00:00,6345,298,before,na
2025-02-20 05:00:00,14782,589,before,na
2025-02-20 06:00:00,44211,1900,before,na
2025-02-20 07:00:00,7029,442,before,na
2025-02-20 08:00:00,82157,4631,before,peak
2025-02-20 09:00:00,72848,3806,before,peak
2025-02-20 10:00:00,34548,1809,before,na
2025-02-20 11:00:00,33123,1688,before,na
2025-02-20 12:00:00,30971,1445,before,na
2025-02-20 13:00:00,104141,4604,before,na
2025-02-20 14:00:00,95133,4426,before,na
2025-02-20 15:00:00,73498,3667,before,na
2025-02-20 16:00:00,25775,1237,before,na
2025-02-20 17:00:00,40813,1996,before,na
2025-02-20 18:00:00,76466,3450,before,peak
2025-02-20 19:00:00,32738,1459,before,peak
2025-02-20 20:00:00,47479,1972,before,na
2025-02-20 21:00:00,79251,3174,before,na
2025-02-20 22:00:00,46136,2012,before,na
2025-02-20 23:00:00,30068,1301,before,na
2025-02-21 00:00:00,23428,989,before,na
2025-02-21 01:00:00,11715,547,before,na
2025-02-21 02:00:00,11941,473,before,na
2025-02-21 03:00:00,6658,278,before,na
2025-02-21 04:00:00,14580,596,before,na
2025-02-21 05:00:00,17434,762,before,na
2025-02-21 06:00:00,19040,901,before,na
2025-02-21 07:00:00,78508,4461,before,na
2025-02-21 08:00:00,54111,3134,before,peak
2025-02-21 09:00:00,41895,2181,before,peak
2025-02-21 10:00:00,51686,2633,before,na
2025-02-21 11:00:00,73198,3548,before,na
2025-02-21 12:00:00,81953,3879,before,na
2025-02-21 13:00:00,42692,2001,before,na
2025-02-21 14:00:00,69174,3296,before,na
2025-02-21 15:00:00,77410,3673,before,na
2025-02-21 16:00:00,78077,3745,before,na
2025-02-21 17:00:00,60659,2983,before,na
2025-02-21 18:00:00,58089,2636,before,peak
2025-02-21 19:00:00,110259,4433,before,peak
2025-02-21 20:00:00,29902,1195,before,na
2025-02-21 21:00:00,74745,2939,before,na
2025-02-21 22:00:00,52402,2124,before,na
2025-02-21 23:00:00,22468,930,before,na
2025-02-22 00:00:00,17679,756,before,na
2025-02-22 01:00:00,14073,614,before,na
2025-02-22 02:00:00,27519,1176,before,na
2025-02-22 03:00:00,23574,1063,before,na
2025-02-22 04:00:00,19012,802,before,na
2025-02-22 06:00:00,8646,387,before,na
2025-02-22 07:00:00,56443,2768,before,na
2025-02-22 08:00:00,97267,4870,before,peak
2025-02-22 09:00:00,70171,3420,before,peak
2025-02-22 10:00:00,87526,4417,before,na
2025-02-22 11:00:00,88081,4416,before,na
2025-02-22 12:00:00,93598,4393,before,na
2025-02-22 13:00:00,102231,4612,before,na
2025-02-22 14:00:00,85029,3925,before,na
2025-02-22 15:00:00,83595,3926,before,na
2025-02-22 16:00:00,71822,3141,before,na
2025-02-22 17:00:00,63598,2864,before,na
2025-02-22 18:00:00,63587,2705,before,peak
2025-02-22 19:00:00,46562,1909,before,peak
2025-02-22 20:00:00,80380,3139,before,na
2025-02-22 21:00:00,100382,3979,before,na
2025-02-22 22:00:00,54386,2256,before,na
2025-02-22 23:00:00,5093,208,before,na
2025-02-23 00:00:00,27403,1115,before,na
2025-02-23 01:00:00,19895,841,before,na
2025-02-23 02:00:00,9774,410,before,na
2025-02-23 03:00:00,7991,322,before,na
2025-02-23 04:00:00,17229,750,before,na
2025-02-23 05:00:00,19450,791,before,na
2025-02-23 06:00:00,28208,1190,before,na
2025-02-23 07:00:00,32817,1502,before,na
2025-02-23 08:00:00,49626,2287,before,peak
2025-02-23 09:00:00,47041,2061,before,peak
2025-02-23 10:00:00,30958,1326,before,na
2025-02-23 11:00:00,87166,3847,before,na
2025-02-23 12:00:00,62888,2744,before,na
2025-02-23 13:00:00,7621,290,before,na
2025-02-23 14:00:00,17775,744,before,na
2025-02-23 15:00:00,51381,2179,before,na
2025-02-23 16:00:00,55560,2320,before,na
2025-02-23 17:00:00,39626,1571,before,na
2025-02-23 18:00:00,24280,902,before,peak
2025-02-23 19:00:00,51281,2012,before,peak
2025-02-23 20:00:00,39533,1562,before,na
2025-02-23 21:00:00,52646,1925,before,na
2025-02-23 22:00:00,76619,2783,before,na
2025-02-23 23:00:00,50251,1850,before,na
2025-02-24 00:00:00,15297,598,before,na
2025-02-24 01:00:00,14828,581,before,na
2025-02-24 02:00:00,10623,460,before,na
2025-02-24 03:00:00,7642,301,before,na
2025-02-24 04:00:00,6037,249,before,na
2025-02-24 05:00:00,9123,401,before,na
2025-02-24 06:00:00,39486,1777,before,na
2025-02-24 07:00:00,40822,2310,before,na
2025-02-24 08:00:00,111558,6307,before,peak
2025-02-24 09:00:00,82823,4222,before,peak
2025-02-24 10:00:00,27227,1474,before,na
2025-02-24 11:00:00,40493,2152,before,na
2025-02-24 12:00:00,65628,3075,before,na
2025-02-24 13:00:00,79141,3798,before,na
2025-02-24 14:00:00,110995,5401,before,na
2025-02-24 15:00:00,103627,5061,before,na
2025-02-24 16:00:00,112279,5411,before,na
2025-02-24 17:00:00,39705,1808,before,na
2025-02-24 18:00:00,96940,4496,before,peak
2025-02-24 19:00:00,59296,2533,before,peak
2025-02-24 20:00:00,61801,2568,before,na
2025-02-24 21:00:00,38525,1575,before,na
2025-02-24 22:00:00,21783,859,before,na
2025-02-24 23:00:00,23661,1038,before,na
2025-02-25 00:00:00,17841,778,before,na
2025-02-25 01:00:00,4821,179,before,na
2025-02-25 02:00:00,6963,281,before,na
2025-02-25 03:00:00,8444,381,before,na
2025-02-25 04:00:00,7717,352,before,na
2025-02-25 05:00:00,21802,956,before,na
2025-02-25 06:00:00,33875,1569,before,na
2025-02-25 07:00:00,27101,1533,before,na
2025-02-25 08:00:00,63638,3539,before,peak
2025-02-25 09:00:00,97547,5486,before,peak
2025-02-25 10:00:00,63447,3425,before,na
2025-02-25 11:00:00,54169,2827,before,na
2025-02-25 12:00:00,62635,3150,before,na
2025-02-25 13:00:00,8174,399,before,na
2025-02-25 14:00:00,44116,1972,before,na
2025-02-25 15:00:00,92182,4665,before,na
2025-02-25 16:00:00,95780,4753,before,na
2025-02-25 17:00:00,60440,2849,before,na
2025-02-25 18:00:00,47218,2219,before,peak
2025-02-25 19:00:00,77264,3084,before,peak
2025-02-25 20:00:00,31133,1436,before,na
2025-02-25 21:00:00,42502,1857,before,na
2025-02-25 22:00:00,57172,2560,before,na
2025-02-25 23:00:00,43349,1913,before,na
2025-02-26 00:00:00,7177,336,before,na
2025-02-26 02:00:00,1883,64,before,na
2025-02-26 03:00:00,11683,476,before,na
2025-02-26 04:00:00,14124,579,before,na
2025-02-26 05:00:00,22236,962,before,na
2025-02-26 06:00:00,47957,1909,before,na
2025-02-26 07:00:00,6717,356,before,na
2025-02-26 08:00:00,63781,3701,before,peak
2025-02-26 09:00:00,100625,5613,before,peak
2025-02-26 10:00:00,94152,4883,before,na
2025-02-26 11:00:00,80989,4103,before,na
2025-02-26 12:00:00,37629,1852,before,na
2025-02-26 13:00:00,50624,2316,before,na
2025-02-26 14:00:00,88646,4241,before,na
2025-02-26 15:00:00,74179,3520,before,na
2025-02-26 16:00:00,37060,1790,before,na
2025-02-26 17:00:00,111292,4435,before,na
